,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
7,Adrenergic signaling in cardiomyocytes Homo sapiens hsa04261,0.20187713,0.84936684,0.8701754,1.0,116,0.2672414,0.22983721,PLCB4;ADCY4;ATP2A2;CACNG3;PPP2R5D;PPP2R2B;GNAS;CACNA2D1;MAPK12;CACNB2;AKT2;ATP1B4;MYL2;SLC8A1;TPM2;TNNI3;PIK3R5;PPP2R2A;CACNA1D;ADCY1;GNAI1;RYR2;CALM3;PPP1CA;PPP2CB;PPP2CA;PPP1R1A;ADRB1;ADCY9;CREB3;CACNG2
89,Galactose metabolism Homo sapiens hsa00052,-0.5255598,-1.4174875,0.08585858,1.0,20,0.4,0.15528135,GALE;PGM1;HK1;GAA;G6PC3;PFKP;AKR1B1;GALK1
90,Gap junction Homo sapiens hsa04540,0.29470372,1.1258097,0.23423423,1.0,66,0.3030303,0.19237345,TUBB4B;CDK1;PLCB4;ADCY4;TUBA1C;TUBA1A;GNAS;MAP2K5;SOS2;KRAS;ITPR3;PDGFD;ADCY1;GNAI1;TUBB3;ADCY9;TUBA8;PDGFB;MAP3K2;PDGFC
91,Gastric acid secretion Homo sapiens hsa04971,0.2929858,1.0567487,0.34117648,1.0,50,0.3,0.20374638,KCNJ15;PLCB4;ADCY4;GNAS;SST;ATP1B4;ITPR3;CHRM3;ADCY1;GNAI1;CALM3;MYLK;MYLK3;ADCY9;CA2
92,Glioma Homo sapiens hsa05214,-0.3469822,-1.1133199,0.2835821,1.0,52,0.21153846,0.1318665,ARAF;CCND1;MAP2K2;CALM2;PIK3CD;SHC3;NRAS;CDK6;TGFA;IGF1R;AKT3
93,Glucagon signaling pathway Homo sapiens hsa04922,-0.18691939,-0.64066714,0.9882006,1.0,74,0.24324325,0.23251319,CPT1C;ATF4;GYS1;PYGB;CRTC2;AKT1;PCK2;PYGM;ITPR2;G6PC3;CREB5;CALM2;CREB3L4;PRKAA2;PDHA1;PHKG1;CREB3L3;AKT3
95,Glutathione metabolism Homo sapiens hsa00480,-0.38093698,-1.1505502,0.2552167,1.0,38,0.31578946,0.17735821,GSTM4;HPGDS;GPX8;GPX4;MGST3;ANPEP;GGT7;GSR;GSS;ODC1;GSTA5;TXNDC12
96,Glycerolipid metabolism Homo sapiens hsa00561,-0.3594172,-1.0856935,0.3438486,1.0,38,0.28947368,0.16501896,DGKZ;GPAT2;AKR1A1;LPIN3;MOGAT2;AGPAT4;AGPAT2;AKR1B1;ALDH9A1;DGKQ;LCLAT1
81,Fatty acid elongation Homo sapiens hsa00062,-0.45286396,-1.1666603,0.2782462,1.0,17,0.5294118,0.25459006,ACOT7;TECR;ELOVL6;ELOVL5;MECR;HSD17B12;ELOVL4;PPT2;HADHA
82,Fatty acid metabolism Homo sapiens hsa01212,-0.32613656,-1.0276455,0.41809672,1.0,42,0.33333334,0.24715677,CPT1C;ACADL;TECR;MCAT;ELOVL6;ELOVL5;MECR;ACSL1;HSD17B12;ACSL6;CPT2;PPT2;HADHA;ACAA1
