,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
204,Pyrimidine metabolism Homo sapiens hsa00240,0.25905687,0.950372,0.5758294,0.9988885510891566,63,0.22222222,0.12995936,POLR2F;ENTPD6;ENTPD5;PRIM1;UCK2;CTPS1;POLR2L;TXNRD3;NME1;TYMS;POLR3B;POLR3H;CMPK2;UCK1
205,Pyruvate metabolism Homo sapiens hsa00620,0.29428017,0.88633835,0.63373494,0.9988885510891566,25,0.12,0.06860848,PDHA1;DLD;ACAT2
206,RIG-I-like receptor signaling pathway Homo sapiens hsa04622,0.24541844,0.7915116,0.7764706,0.9988885510891566,33,0.24242425,0.18879427,IFIH1;NLRX1;TANK;CHUK;CASP8;MAVS;RNF125;TRAF6
207,RNA degradation Homo sapiens hsa03018,0.27640596,0.9715185,0.47129187,0.9988885510891566,50,0.22,0.13324946,C1D;LSM1;EXOSC10;HSPA9;ENO1;EXOSC1;HSPD1;CNOT2;ENO2;CNOT7;MPHOSPH6
191,Primary immunodeficiency Homo sapiens hsa05340,0.4284582,1.119347,0.3135965,0.9988885510891566,15,0.33333334,0.15366751,BLNK;BTK;DCLRE1C;RFX5;CD79A
270,cGMP-PKG signaling pathway Homo sapiens hsa04022,-0.24587458,-0.9280042,0.58615136,0.9988885510891566,98,0.18367347,0.17621444,CREB1;GNAI1;PPP3R1;MAPK1;PLCB4;PDE3A;PPP1CA;PIK3R5;NPR2;ITPR3;NFATC1;ADCY1;MAP2K1;CALM1;PPP1CC;ROCK2;BAD;AKT2
144,Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980,0.27077746,0.8069785,0.75529414,0.9988885510891566,23,0.26086956,0.17921424,CBR1;EPHX1;MGST1;GSTT2;CBR3;GSTM4
146,Mineral absorption Homo sapiens hsa04978,-0.3203078,-0.92774564,0.54039496,0.9988885510891566,25,0.44,0.26524094,SLC11A1;SLC26A6;SLC30A1;TRPV6;ATP1A1;ATP7A;TRPM6;STEAP2;SLC11A2;ATOX1;ATP1B2
131,Linoleic acid metabolism Homo sapiens hsa00591,0.34335625,0.8006486,0.6703297,0.9988885510891566,8,0.5,0.26466036,PLA2G5;PLA2G12A;PLA2G4A;PLB1
134,Longevity regulating pathway - mammal Homo sapiens hsa04211,0.20769234,0.76443386,0.92195123,0.9988885510891566,59,0.40677965,0.2828527,IRS2;AKT3;RPTOR;NRAS;EIF4EBP1;PIK3R1;BAX;FOXO1;CAMKK1;ADCY2;SESN2;ATF2;CREB3L3;AKT1S1;EIF4E2;PRKAB1;CREB3L4;ADCY7;AKT1;RELA;ADIPOR2;SIRT1;ADIPOR1;CAMK4
135,Longevity regulating pathway - multiple species Homo sapiens hsa04213,0.17589371,0.6060922,0.97596157,0.9988885510891566,40,0.275,0.24230695,IRS2;AKT3;RPTOR;NRAS;PIK3R1;ADCY2;AKT1S1;PRKAB1;ADCY7;AKT1;SIRT1
